chr1 start1 end1 chr2 start2 end2 region
chrY 3344886 3346173 chrX 12288905 12290194 stratum3
chrY 3347328 3352633 chrX 12292386 12297800 stratum3
chrY 3354616 3356792 chrX 12298270 12300440 stratum3
chrY 3357095 3358374 chrX 12300428 12301749 stratum3
chrY 3358376 3360618 chrX 12302002 12304176 stratum3
chrY 3361633 3360618 chrX 2362643 2363644 PAR
chrY 3362837 3365034 chrX 12305025 12307255 stratum3
chrY 3365570 3367012 chrX 12307265 12308727 stratum3
chrY 3379443 3377849 chrX 665508 667071 PAR
chrY 3383919 3387088 chrX 4199446 4202612 stratum2
chrY 3387334 3389244 chrX 12310007 12311968 stratum3
chrY 3389456 3390987 chrX 12312117 12313664 stratum3
chrY 3392224 3393246 chrX 12314340 12315361 stratum3
chrY 3394557 3397589 chrX 12317678 12320759 stratum3
chrY 3397675 3399230 chrX 12321364 12322913 stratum3
chrY 3399229 3402416 chrX 4199444 4202616 stratum2
chrY 3410007 3411274 chrX 3966681 3967956 stratum2
chrY 3411274 3408130 chrX 4199446 4202612 stratum2
chrY 3434712 3432244 chrX 1859210 1861501 PAR
chrY 3435339 3433463 chrX 6452709 6454607 stratum2
chrY 3441069 3438463 chrX 4199971 4202612 stratum2
chrY 3442782 3441076 chrX 4199514 4201235 stratum2
chrY 3449412 3448410 chrX 9644638 9645649 stratum3
chrY 3449416 3451780 chrX 4721955 4724292 stratum2
chrY 3449416 3451772 chrX 20611299 20613639 stratum1
chrY 3457955 3456208 chrX 6183583 6185334 stratum2
chrY 3463771 3464958 chrX 19890079 19891289 stratum1
chrY 3464958 3466901 chrX 12330289 12332265 stratum3
chrY 3468029 3469187 chrX 12332697 12333875 stratum3
chrY 3469406 3473757 chrX 12333870 12338260 stratum3
chrY 3474232 3481568 chrX 12338669 12346230 stratum3
chrY 3493015 3495020 chrX 12349509 12351507 stratum3
chrY 3495319 3498053 chrX 12352258 12355003 stratum3
chrY 3498100 3500058 chrX 12355220 12357258 stratum3
chrY 3500058 3502335 chrX 12357439 12359736 stratum3
chrY 3502508 3505880 chrX 12359996 12363367 stratum3
chrY 3507115 3510963 chrX 12364665 12368420 stratum3
chrY 3510967 3512175 chrX 12369136 12370357 stratum3
chrY 3514357 3512175 chrX 4200370 4202613 stratum2
chrY 3515121 3517156 chrX 14617724 14619754 stratum1
chrY 3518009 3520678 chrX 12371006 12373703 stratum3
chrY 3521009 3523052 chrX 12374699 12376722 stratum3
chrY 3523052 3524378 chrX 12377931 12379361 stratum3
chrY 3526791 3529830 chrX 12379480 12382610 stratum3
chrY 3531306 3529829 chrX 14883388 14884888 stratum1
chrY 3537060 3531310 chrX 14877514 14883247 stratum1
chrY 3538393 3539590 chrX 15548037 15549210 stratum1
chrY 3541580 3545713 chrX 12383851 12388025 stratum3
chrY 3547570 3549155 chrX 12392485 12394087 stratum3
chrY 3559175 3562902 chrX 1541966 1545699 PAR
chrY 3560142 3563692 chrX 650024 653514 PAR
chrY 3564426 3562987 chrX 3054646 3056087 stratum2
chrY 3564605 3565847 chrX 1547133 1548379 PAR
chrY 3565847 3569890 chrX 12400208 12404228 stratum3
chrY 3574911 3573659 chrX 9986891 9988137 stratum3
chrY 3576768 3581250 chrX 12404270 12408746 stratum3
chrY 3582726 3581469 chrX 3754627 3755948 stratum2
chrY 3583489 3584853 chrX 12411232 12412627 stratum3
chrY 3586735 3589913 chrX 4199446 4202612 stratum2
chrY 3589920 3588405 chrX 3965108 3966647 stratum2
chrY 3599518 3598370 chrX 6893166 6894257 stratum3
chrY 3603290 3600300 chrX 4199446 4202447 stratum2
chrY 3615590 3617054 chrX 17803927 17805297 stratum1
chrY 3649349 3651118 chrX 17823086 17824927 stratum1
chrY 3711423 3712881 chrX 10468942 10470421 stratum3
chrY 3713170 3711432 chrX 14618467 14620208 stratum1
chrY 3715271 3713877 chrX 6429297 6430692 stratum2
chrY 3722688 3720399 chrX 6426917 6429220 stratum2
chrY 3736358 3735287 chrX 13905448 13906498 stratum1
chrY 3743627 3742504 chrX 13899758 13900869 stratum1
chrY 3760050 3761229 chrX 1865708 1866840 PAR
chrY 3777927 3779438 chrX 6426849 6428375 stratum2
chrY 3783978 3785369 chrX 6429297 6430692 stratum2
chrY 3808017 3809330 chrX 16738785 16740134 stratum1
chrY 3817082 3820307 chrX 4199446 4202612 stratum2
chrY 3820309 3818794 chrX 3965113 3966647 stratum2
chrY 3825570 3828242 chrX 16748706 16751422 stratum1
chrY 3834086 3835373 chrX 20609316 20610614 stratum1
chrY 3835386 3837215 chrX 9643720 9645649 stratum3
chrY 3837033 3835372 chrX 2619257 2620974 stratum2
chrY 3846114 3844496 chrX 15119656 15121275 stratum1
chrY 3846399 3844920 chrX 10468945 10470423 stratum3
chrY 3848013 3846958 chrX 13253724 13254811 stratum1
chrY 3849093 3848019 chrX 13252538 13253604 stratum1
chrY 3861922 3860360 chrX 13245523 13247113 stratum1
chrY 3877606 3879603 chrX 2943888 2945846 stratum2
chrY 3884926 3886387 chrX 1302312 1303763 PAR
chrY 3886565 3889195 chrX 16359501 16362188 stratum1
chrY 3891263 3892739 chrX 10468945 10470423 stratum3
chrY 3893271 3894375 chrX 1860488 1861501 PAR
chrY 3893769 3891269 chrX 14617724 14620208 stratum1
chrY 3895730 3896769 chrX 4190195 4191201 stratum2
chrY 3899679 3901144 chrX 16366121 16367614 stratum1
chrY 3902290 3903514 chrX 16367961 16369158 stratum1
chrY 3903514 3904893 chrX 15548033 15549432 stratum1
chrY 3903751 3904964 chrX 15404002 15405245 stratum1
chrY 3904963 3906514 chrX 9644070 9645649 stratum3
chrY 3908887 3910234 chrX 16370070 16371512 stratum1
chrY 3916749 3918990 chrX 4580181 4582459 stratum2
chrY 3919930 3917685 chrX 469952 472191 PAR
chrY 3930972 3928648 chrX 6426849 6429220 stratum2
chrY 3953903 3957045 chrX 12428531 12431715 stratum3
chrY 3957164 3958378 chrX 12431715 12432809 stratum3
chrY 3963558 3965750 chrX 12437298 12439474 stratum3
chrY 3966079 3967577 chrX 12439469 12440964 stratum3
chrY 3972338 3975944 chrX 12442848 12446507 stratum3
chrY 3975951 3977325 chrX 15119410 15120762 stratum1
chrY 3977245 3975943 chrX 19889992 19891283 stratum1
chrY 3977336 3979729 chrX 12446507 12448958 stratum3
chrY 3979966 3981391 chrX 12448994 12450491 stratum3
chrY 3981456 3983175 chrX 12450642 12452383 stratum3
chrY 4006857 4008695 chrX 16234330 16236149 stratum1
chrY 4009168 4011213 chrX 16236623 16238731 stratum1
chrY 4015898 4017724 chrX 20610865 20612706 stratum1
chrY 4016918 4015308 chrX 9644016 9645649 stratum3
chrY 4020055 4017725 chrX 1859179 1861356 PAR
chrY 4020684 4019202 chrX 10468942 10470423 stratum3
chrY 4046130 4048852 chrX 4199441 4202169 stratum2
chrY 4059685 4061213 chrX 3965115 3966647 stratum2
chrY 4060522 4061879 chrX 3980837 3982169 stratum2
chrY 4074805 4073472 chrX 11934671 11935917 stratum3
chrY 4081143 4077692 chrX 11927465 11930936 stratum3
chrY 4084634 4083494 chrX 11925106 11926243 stratum3
chrY 4090291 4088419 chrX 11920101 11921942 stratum3
chrY 4093385 4090495 chrX 11916335 11919254 stratum3
chrY 4093444 4094468 chrX 15956917 15957976 stratum1
chrY 4097193 4098706 chrX 6426851 6428375 stratum2
chrY 4104023 4105418 chrX 6429297 6430692 stratum2
chrY 4118570 4117543 chrX 4190192 4191201 stratum2
chrY 4121478 4123955 chrX 14617724 14620206 stratum1
chrY 4123361 4120872 chrX 1859179 1861501 PAR
chrY 4126398 4124678 chrX 11906818 11908549 stratum3
chrY 4136173 4131816 chrX 11900696 11905026 stratum3
chrY 4151819 4147206 chrX 11893999 11898677 stratum3
chrY 4160038 4161278 chrX 14215380 14216627 stratum1
chrY 4161572 4162783 chrX 14216624 14217824 stratum1
chrY 4167281 4168331 chrX 8680824 8681892 stratum3
chrY 4171272 4170150 chrX 2498231 2499350 PAR
chrY 4171714 4170349 chrX 13953619 13954996 stratum1
chrY 4176624 4171844 chrX 11884478 11889380 stratum3
chrY 4179612 4176782 chrX 11881657 11884418 stratum3
chrY 4188630 4187621 chrX 11875107 11876120 stratum3
chrY 4190976 4189931 chrX 11872243 11873304 stratum3
chrY 4196019 4199121 chrX 9255004 9258106 stratum3
chrY 4207612 4206434 chrX 11870300 11871495 stratum3
chrY 4209658 4208386 chrX 11868957 11870283 stratum3
chrY 4214222 4213110 chrX 11865826 11866954 stratum3
chrY 4219463 4218221 chrX 11863641 11864908 stratum3
chrY 4226762 4225759 chrX 11860151 11861153 stratum3
chrY 4239794 4241166 chrX 14473238 14474626 stratum1
chrY 4241282 4243634 chrX 14474756 14477109 stratum1
chrY 4245962 4244874 chrX 14618850 14619944 stratum1
chrY 4247192 4249109 chrX 9254448 9256368 stratum3
chrY 4251215 4249303 chrX 9643719 9645646 stratum3
chrY 4252691 4254432 chrX 9256360 9258096 stratum3
chrY 4252694 4249492 chrX 1890137 1893348 PAR
chrY 4334061 4336607 chrX 4200029 4202612 stratum2
chrY 4344617 4346132 chrX 3965114 3966647 stratum2
chrY 4346491 4347760 chrX 3966681 3967961 stratum2
chrY 4347756 4344618 chrX 4199445 4202612 stratum2
chrY 4349861 4348334 chrX 16329186 16330761 stratum1
chrY 4364876 4363453 chrX 15404123 15405546 stratum1
chrY 4383480 4381787 chrX 16302405 16304188 stratum1
chrY 4386833 4383667 chrX 16299024 16302179 stratum1
chrY 4388139 4387050 chrX 16297967 16299004 stratum1
chrY 4389224 4390568 chrX 2619535 2620880 stratum2
chrY 4390916 4392269 chrX 14618161 14619508 stratum1
chrY 4394072 4392894 chrX 1890133 1891302 PAR
chrY 4419580 4420783 chrX 17052804 17054050 stratum1
chrY 4423421 4424570 chrX 17054318 17055452 stratum1
chrY 4428084 4429137 chrX 17057453 17058531 stratum1
chrY 4433190 4435070 chrX 17060349 17062191 stratum1
chrY 4441335 4440318 chrX 2498286 2499336 PAR
chrY 4449188 4448006 chrX 12419841 12421054 stratum3
chrY 4451290 4452363 chrX 18300141 18301223 stratum1
chrY 4485134 4483644 chrX 4201135 4202610 stratum2
chrY 4486278 4485135 chrX 4199909 4201038 stratum2
chrY 4491267 4493242 chrX 15490659 15492661 stratum1
chrY 4511981 4510055 chrX 9643719 9645649 stratum3
chrY 4513362 4510259 chrX 1890243 1893348 PAR
chrY 4519493 4520735 chrX 12465611 12466915 stratum3
chrY 4526190 4523026 chrX 4199445 4202613 stratum2
chrY 4532139 4531101 chrX 19890255 19891289 stratum1
chrY 4537561 4539937 chrX 12482459 12484848 stratum3
chrY 4547052 4550911 chrX 12485909 12489673 stratum3
chrY 4561099 4558481 chrX 1890133 1892749 PAR
chrY 4566289 4567422 chrX 1865708 1866839 PAR
chrY 4583883 4586188 chrX 15825991 15828331 stratum1
chrY 4599369 4597792 chrX 13319869 13321487 stratum1
chrY 4602478 4601402 chrX 13317302 13318391 stratum1
chrY 4605930 4603791 chrX 13314644 13316684 stratum1
chrY 4622428 4621185 chrX 14617728 14619003 stratum1
chrY 4629701 4631445 chrX 6196765 6198420 stratum2
chrY 4630815 4629515 chrX 13953620 13954996 stratum1
chrY 4639626 4640743 chrX 7589331 7590462 stratum3
chrY 4652082 4650782 chrX 16711159 16712469 stratum1
chrY 4673002 4671333 chrX 13077731 13079438 stratum1
chrY 4676747 4675608 chrX 1555046 1556180 PAR
chrY 4677422 4675613 chrX 3936434 3938248 stratum2
chrY 4720962 4723790 chrX 6028834 6031639 stratum2
chrY 4723793 4727320 chrX 6031739 6035330 stratum2
chrY 4727373 4729226 chrX 6037245 6039185 stratum2
chrY 4731112 4733234 chrX 6040374 6042558 stratum2
chrY 4733231 4735322 chrX 6043378 6045617 stratum2
chrY 4736401 4740523 chrX 6047075 6051191 stratum2
chrY 4751772 4750390 chrX 6429297 6430681 stratum2
chrY 4758046 4756536 chrX 6426851 6428375 stratum2
chrY 4760619 4761711 chrX 6055741 6056819 stratum2
chrY 4761782 4763190 chrX 13953575 13954996 stratum1
chrY 4762268 4763392 chrX 2498231 2499350 PAR
chrY 4778661 4780055 chrX 6429297 6430692 stratum2
chrY 4781314 4785416 chrX 6065118 6069197 stratum2
chrY 4785416 4787171 chrX 6069295 6071101 stratum2
chrY 4787177 4790392 chrX 6074255 6077406 stratum2
chrY 4790622 4793368 chrX 6077434 6080155 stratum2
chrY 4793375 4803456 chrX 6080429 6090392 stratum2
chrY 4807102 4808218 chrX 6090922 6092136 stratum2
chrY 4809260 4811222 chrX 6096249 6098212 stratum2
chrY 4812211 4817519 chrX 6099152 6104486 stratum2
chrY 4818591 4819827 chrX 6106581 6107800 stratum2
chrY 4821106 4822578 chrX 6190304 6191761 stratum2
chrY 4822180 4821059 chrX 13953671 13954789 stratum1
chrY 4824642 4822724 chrX 13953590 13955496 stratum1
chrY 4824727 4826973 chrX 6108199 6110416 stratum2
chrY 4826974 4832286 chrX 6112152 6117532 stratum2
chrY 4832322 4833900 chrX 6117930 6119542 stratum2
chrY 4837013 4838392 chrX 2556027 2557407 stratum2
chrY 4838130 4836151 chrX 4721704 4723685 stratum2
chrY 4839509 4841522 chrX 6127119 6129184 stratum2
chrY 4841869 4845472 chrX 6132298 6135828 stratum2
chrY 4846287 4848767 chrX 6137032 6139491 stratum2
chrY 4848771 4854201 chrX 6140276 6145703 stratum2
chrY 4854568 4856855 chrX 6146100 6148380 stratum2
chrY 4857489 4861533 chrX 6149272 6153270 stratum2
chrY 4862831 4864216 chrX 6154908 6156327 stratum2
chrY 4864235 4866715 chrX 6156428 6158857 stratum2
chrY 4866836 4868730 chrX 6159027 6160935 stratum2
chrY 4868727 4870644 chrX 6161071 6163116 stratum2
chrY 4872983 4874201 chrX 2788823 2790057 stratum2
chrY 4873892 4870870 chrX 4463017 4466055 stratum2
chrY 4874203 4875432 chrX 6163224 6164466 stratum2
chrY 4876446 4878065 chrX 6165888 6167479 stratum2
chrY 4878093 4879284 chrX 6167833 6169039 stratum2
chrY 4879282 4880586 chrX 6170125 6171421 stratum2
chrY 4881860 4884488 chrX 6171505 6174267 stratum2
chrY 4887874 4894906 chrX 6175121 6182097 stratum2
chrY 4896504 4897893 chrX 6207810 6209142 stratum2
chrY 4897931 4900495 chrX 6209140 6211774 stratum2
chrY 4904749 4905837 chrX 6215903 6216930 stratum2
chrY 4906595 4907965 chrX 6221853 6223278 stratum2
chrY 4907967 4909001 chrX 14517137 14518156 stratum1
chrY 4909002 4910396 chrX 6223275 6224615 stratum2
chrY 4910822 4914026 chrX 6225254 6228437 stratum2
chrY 4914146 4920804 chrX 6228771 6235498 stratum2
chrY 4921788 4922999 chrX 6235496 6236696 stratum2
chrY 4923005 4925199 chrX 6236998 6239201 stratum2
chrY 4925363 4927229 chrX 6239208 6241059 stratum2
chrY 4927921 4929249 chrX 6241961 6243255 stratum2
chrY 4929250 4930602 chrX 4561434 4562795 stratum2
chrY 4934336 4938436 chrX 6244150 6248317 stratum2
chrY 4934338 4931262 chrX 1890143 1893348 PAR
chrY 4938431 4940878 chrX 6249059 6251602 stratum2
chrY 4942805 4944660 chrX 6254227 6256080 stratum2
chrY 4947847 4950834 chrX 6257167 6260150 stratum2
chrY 4951334 4955772 chrX 6260821 6265266 stratum2
chrY 4955924 4959066 chrX 6265465 6268649 stratum2
chrY 4959457 4961156 chrX 6269477 6271236 stratum2
chrY 4961157 4967870 chrX 6271968 6278653 stratum2
chrY 4968775 4969859 chrX 6279945 6281062 stratum2
chrY 4970411 4972905 chrX 6281963 6284538 stratum2
chrY 4974189 4976239 chrX 6284921 6286973 stratum2
chrY 4977562 4979861 chrX 6288232 6290572 stratum2
chrY 4980381 4981964 chrX 6292521 6294123 stratum2
chrY 4983380 4987216 chrX 6297196 6301059 stratum2
chrY 4990922 4995748 chrX 6302815 6307661 stratum2
chrY 4996965 4995746 chrX 15119419 15120616 stratum1
chrY 4996978 4998695 chrX 6307660 6309401 stratum2
chrY 4998696 4999859 chrX 6309610 6310776 stratum2
chrY 5003196 5004325 chrX 6313187 6314319 stratum2
chrY 5005396 5006732 chrX 6317075 6318429 stratum2
chrY 5008632 5010115 chrX 6320267 6321706 stratum2
chrY 5010247 5012675 chrX 6322020 6324389 stratum2
chrY 5013221 5016724 chrX 6333025 6336583 stratum2
chrY 5020053 5018795 chrX 6430937 6432189 stratum2
chrY 5032136 5031043 chrX 6423852 6424939 stratum2
chrY 5037809 5039407 chrX 11844166 11845685 stratum3
chrY 5043571 5044686 chrX 6341413 6342514 stratum2
chrY 5044909 5048575 chrX 6342839 6346487 stratum2
chrY 5058328 5061578 chrX 6349954 6353289 stratum2
chrY 5061580 5063525 chrX 6353402 6355321 stratum2
chrY 5064087 5065292 chrX 6358892 6360103 stratum2
chrY 5065291 5066553 chrX 6360154 6361513 stratum2
chrY 5069133 5070318 chrX 6364063 6365283 stratum2
chrY 5075503 5077796 chrX 6370772 6373036 stratum2
chrY 5079170 5087151 chrX 6375313 6383401 stratum2
chrY 5087216 5093110 chrX 6383548 6389378 stratum2
chrY 5103810 5105043 chrX 6391240 6392471 stratum2
chrY 5118195 5119339 chrX 5455465 5456594 stratum2
chrY 5123797 5122700 chrX 4344722 4345837 stratum2
chrY 5124433 5126270 chrX 5463136 5464974 stratum2
chrY 5127069 5129481 chrX 5464967 5467337 stratum2
chrY 5130270 5134436 chrX 5468300 5472405 stratum2
chrY 5134437 5135945 chrX 6426851 6428375 stratum2
chrY 5140087 5141727 chrX 6429297 6430938 stratum2
chrY 5149577 5144589 chrX 2440551 2445612 PAR
chrY 5149577 5151926 chrX 5473227 5475539 stratum2
chrY 5152037 5153504 chrX 5475535 5477035 stratum2
chrY 5153521 5155135 chrX 5477987 5479553 stratum2
chrY 5156048 5157438 chrX 5481134 5482525 stratum2
chrY 5158197 5160792 chrX 5483603 5486267 stratum2
chrY 5160789 5163622 chrX 5486569 5489371 stratum2
chrY 5163969 5166518 chrX 5490384 5493024 stratum2
chrY 5171000 5172410 chrX 1302312 1303723 PAR
chrY 5174592 5173314 chrX 4199479 4200756 stratum2
chrY 5177204 5178839 chrX 5494644 5496289 stratum2
chrY 5183200 5181728 chrX 20616191 20617657 stratum1
chrY 5193630 5195692 chrX 5496837 5498907 stratum2
chrY 5195712 5198751 chrX 5499843 5502835 stratum2
chrY 5210735 5215847 chrX 5504218 5509241 stratum2
chrY 5215913 5220737 chrX 5509433 5514504 stratum2
chrY 5223531 5231093 chrX 5517848 5525300 stratum2
chrY 5231139 5232651 chrX 5526402 5527828 stratum2
chrY 5233750 5235431 chrX 5528773 5530460 stratum2
chrY 5241646 5243497 chrX 5540340 5542186 stratum2
chrY 5246443 5248351 chrX 5542967 5544814 stratum2
chrY 5248924 5252011 chrX 5545702 5548772 stratum2
chrY 5252017 5254198 chrX 5548874 5551118 stratum2
chrY 5260564 5254597 chrX 414875 420844 PAR
chrY 5262270 5263597 chrX 5549755 5551118 stratum2
chrY 5277337 5278918 chrX 4201014 4202612 stratum2
chrY 5280860 5282154 chrX 9986891 9988135 stratum3
chrY 5302349 5304329 chrX 5556042 5558092 stratum2
chrY 5307140 5308608 chrX 5558274 5559776 stratum2
chrY 5308608 5309609 chrX 5560336 5561336 stratum2
chrY 5309726 5312748 chrX 5561336 5564418 stratum2
chrY 5313166 5314842 chrX 5565149 5566839 stratum2
chrY 5316592 5317774 chrX 6428044 6429220 stratum2
chrY 5323470 5324777 chrX 5572179 5573461 stratum2
chrY 5339190 5340407 chrX 5576166 5577398 stratum2
chrY 5340407 5342192 chrX 5577703 5579537 stratum2
chrY 5342191 5345940 chrX 5579916 5583718 stratum2
chrY 5346349 5347883 chrX 5583711 5585259 stratum2
chrY 5348437 5350579 chrX 5585270 5587428 stratum2
chrY 5351144 5352546 chrX 6427801 6429220 stratum2
chrY 5358999 5360395 chrX 6429297 6430692 stratum2
chrY 5361651 5364390 chrX 5587423 5590166 stratum2
chrY 5364392 5368542 chrX 5590332 5594536 stratum2
chrY 5384640 5386018 chrX 5602954 5604342 stratum2
chrY 5388611 5392096 chrX 5610065 5613782 stratum2
chrY 5392430 5394007 chrX 5613797 5615369 stratum2
chrY 5394510 5396797 chrX 5617193 5619528 stratum2
chrY 5397746 5403697 chrX 5620365 5626409 stratum2
chrY 5404108 5407989 chrX 5626405 5630316 stratum2
chrY 5408115 5409211 chrX 5630334 5631446 stratum2
chrY 5410619 5412835 chrX 5632514 5634649 stratum2
chrY 5413125 5416005 chrX 5635076 5637960 stratum2
chrY 5417829 5419604 chrX 5639954 5641693 stratum2
chrY 5427254 5426224 chrX 4190194 4191201 stratum2
chrY 5431346 5432418 chrX 5677392 5678453 stratum2
chrY 5433079 5437639 chrX 5678604 5683183 stratum2
chrY 5438574 5440048 chrX 5684473 5685934 stratum2
chrY 5442857 5444071 chrX 5685927 5687133 stratum2
chrY 5446413 5451824 chrX 5687132 5692493 stratum2
chrY 5451827 5454581 chrX 5693434 5696114 stratum2
chrY 5454696 5461852 chrX 5696120 5703271 stratum2
chrY 5463191 5469876 chrX 5703361 5710183 stratum2
chrY 5470016 5476068 chrX 5710954 5717168 stratum2
chrY 5479804 5481101 chrX 5718190 5719484 stratum2
chrY 5482539 5484266 chrX 5721116 5722828 stratum2
chrY 5484394 5486511 chrX 5722828 5725010 stratum2
chrY 5487532 5490165 chrX 5726504 5729201 stratum2
chrY 5490920 5492082 chrX 5729878 5731057 stratum2
chrY 5506126 5507382 chrX 5734320 5735609 stratum2
chrY 5508820 5510220 chrX 5737803 5739204 stratum2
chrY 5510223 5511761 chrX 5739741 5741220 stratum2
chrY 5511866 5514816 chrX 5741607 5744565 stratum2
chrY 5514878 5516082 chrX 5745567 5746886 stratum2
chrY 5518851 5517527 chrX 6429297 6430692 stratum2
chrY 5525179 5529605 chrX 5746882 5751384 stratum2
chrY 5525180 5523676 chrX 6426850 6428369 stratum2
chrY 5530583 5531902 chrX 5752822 5754167 stratum2
chrY 5531901 5534320 chrX 5754416 5756875 stratum2
chrY 5536005 5540934 chrX 5759975 5764815 stratum2
chrY 5553277 5552252 chrX 12950527 12951568 stratum1
chrY 5553919 5555690 chrX 4425010 4426687 stratum2
chrY 5555693 5558646 chrX 4426781 4429764 stratum2
chrY 5559417 5566598 chrX 4708717 4715894 stratum2
chrY 5566786 5565745 chrX 4729496 4730609 stratum2
chrY 5567309 5568725 chrX 18748917 18750301 stratum1
chrY 5571676 5572804 chrX 1555046 1556181 PAR
chrY 5571743 5570424 chrX 1587 2892 PAR
chrY 5573939 5575007 chrX 5782329 5783405 stratum2
chrY 5581512 5582528 chrX 5784285 5785301 stratum2
chrY 5585334 5584286 chrX 6437848 6438906 stratum2
chrY 5587139 5585881 chrX 6430937 6432189 stratum2
chrY 5596654 5595550 chrX 1860488 1861501 PAR
chrY 5597197 5598366 chrX 14618523 14619697 stratum1
chrY 5608392 5609483 chrX 1302687 1303763 PAR
chrY 5609483 5611366 chrX 4463096 4465015 stratum2
chrY 5611910 5613503 chrX 15119589 15121184 stratum1
chrY 5620932 5617317 chrX 1797 5387 PAR
chrY 5620933 5622028 chrX 18318589 18319699 stratum1
chrY 5622025 5623291 chrX 5537649 5538915 stratum2
chrY 5666323 5664682 chrX 16678899 16680568 stratum1
chrY 5669079 5667033 chrX 16676822 16678906 stratum1
chrY 5669876 5670974 chrX 18318607 18319699 stratum1
chrY 5678619 5674122 chrX 6404982 6409625 stratum2
chrY 5681463 5679545 chrX 9643719 9645649 stratum3
chrY 5682948 5681381 chrX 20609262 20610834 stratum1
chrY 5684404 5682947 chrX 6403078 6404591 stratum2
chrY 5686113 5684945 chrX 6400960 6402106 stratum2
chrY 5693792 5686798 chrX 6393142 6400106 stratum2
chrY 5706888 5705765 chrX 18318588 18319698 stratum1
chrY 5716925 5715242 chrX 5450818 5452483 stratum2
chrY 5718446 5719848 chrX 10469016 10470421 stratum3
chrY 5719379 5720470 chrX 339453 340543 PAR
chrY 5732792 5731578 chrX 5447233 5448414 stratum2
chrY 5736710 5733362 chrX 5443976 5447236 stratum2
chrY 5741765 5740057 chrX 5441870 5443579 stratum2
chrY 5742827 5741765 chrX 19890172 19891289 stratum1
chrY 5744784 5745946 chrX 20521522 20522646 stratum1
chrY 5745777 5743766 chrX 14617724 14619727 stratum1
chrY 5750080 5747821 chrX 5436072 5438337 stratum2
chrY 5753325 5750094 chrX 5432529 5435912 stratum2
chrY 5755250 5753442 chrX 5430743 5432538 stratum2
chrY 5760177 5761723 chrX 1155243 1156748 PAR
chrY 5782517 5781419 chrX 2498231 2499350 PAR
chrY 5782960 5781612 chrX 13953619 13954996 stratum1
chrY 5793736 5792497 chrX 5424435 5425661 stratum2
chrY 5797009 5794972 chrX 5422397 5424432 stratum2
chrY 5799952 5797407 chrX 5418398 5420939 stratum2
chrY 5801315 5800047 chrX 5416803 5418100 stratum2
chrY 5802910 5801329 chrX 5415008 5416615 stratum2
chrY 5803175 5807133 chrX 4480988 4484898 stratum2
chrY 5810646 5808773 chrX 5409314 5411228 stratum2
chrY 5812014 5813134 chrX 9986891 9987955 stratum3
chrY 5814757 5813470 chrX 5406984 5408313 stratum2
chrY 5819433 5814755 chrX 5402060 5406727 stratum2
chrY 5827043 5824361 chrX 5397465 5400124 stratum2
chrY 5830029 5828144 chrX 11844166 11845899 stratum3
chrY 5830948 5832689 chrX 6423852 6425563 stratum2
chrY 5838240 5836499 chrX 6423852 6425563 stratum2
chrY 5839159 5841478 chrX 11844166 11846329 stratum3
chrY 5840849 5841892 chrX 4706982 4708007 stratum2
chrY 5846314 5842171 chrX 5392942 5397051 stratum2
chrY 5857904 5860390 chrX 14617724 14620208 stratum1
chrY 5859791 5857299 chrX 1859179 1861501 PAR
chrY 5864989 5861845 chrX 5382736 5385959 stratum2
chrY 5869000 5865483 chrX 5378340 5381730 stratum2
chrY 5874011 5872685 chrX 5374204 5375524 stratum2
chrY 5876380 5874024 chrX 5371228 5373667 stratum2
chrY 5877634 5876485 chrX 5368511 5369621 stratum2
chrY 5884972 5883579 chrX 6429297 6430692 stratum2
chrY 5891147 5889638 chrX 6426851 6428375 stratum2
chrY 5892729 5891184 chrX 5362235 5363786 stratum2
chrY 5903087 5893679 chrX 5352892 5362246 stratum2
chrY 5908837 5907811 chrX 5351106 5352159 stratum2
chrY 5911376 5909570 chrX 5347708 5349496 stratum2
chrY 5913866 5911371 chrX 5344778 5347305 stratum2
chrY 5917656 5913879 chrX 5340781 5344591 stratum2
chrY 5919749 5917917 chrX 5338945 5340781 stratum2
chrY 5923455 5919931 chrX 5329335 5332901 stratum2
chrY 5925021 5923713 chrX 5327997 5329328 stratum2
chrY 5936925 5935521 chrX 5324904 5326306 stratum2
chrY 5938049 5936930 chrX 1555046 1556180 PAR
chrY 5938314 5936935 chrX 3936845 3938248 stratum2
chrY 5944307 5940442 chrX 5317284 5321151 stratum2
chrY 5947989 5944538 chrX 5313830 5317208 stratum2
chrY 5950151 5947994 chrX 5311424 5313559 stratum2
chrY 5952048 5950928 chrX 1555046 1556180 PAR
chrY 5952316 5950933 chrX 3936842 3938248 stratum2
chrY 5954694 5953510 chrX 5308459 5309687 stratum2
chrY 5959474 5958064 chrX 5311424 5312812 stratum2
chrY 5961371 5960251 chrX 1555046 1556180 PAR
chrY 5961639 5960256 chrX 3936842 3938248 stratum2
chrY 5964017 5962835 chrX 5308459 5309687 stratum2
chrY 5972210 5966336 chrX 5302575 5308466 stratum2
chrY 5973749 5972210 chrX 5297923 5299455 stratum2
chrY 5977115 5974314 chrX 5295112 5297927 stratum2
chrY 5980623 5977118 chrX 5291415 5294861 stratum2
chrY 5981931 5980621 chrX 20616410 20617658 stratum1
chrY 5983439 5984599 chrX 20521522 20522646 stratum1
chrY 5984430 5982094 chrX 14617724 14620086 stratum1
